Location,Property_type,Price,Origin,Available_Date,Img_reference
3207/371 Little Lonsdale Street Melbourne VIC 3000,2 Beds 1 Bath,$430 per week,//www.domain.com.au/,Date Available: Available Now,https://rimh2.domainstatic.com.au/RC0boatRSR8C4qI8dAzIjyCTrbI=/fit-in/1920x1080/filters:format(jpeg):quality(80):no_upscale()/http://b.domainstatic.com.au.s3-website-ap-southeast-2.amazonaws.com/14652693_1_1_201102_042804-w2000-h1336
